title,date_published,news_outlet,authors,text,url
US moves warships closer to Israel after Hamas attack,2023-10-09,BBC,By Gareth Evans in London & Barbara Plett Usher in Washington,"The US says it is moving an aircraft carrier, ships and jets to the eastern Mediterranean and will also give Israel additional equipment and ammunition.
It follows the Hamas attack on southern Israel, which President Biden called an ""unprecedented and appalling assault"".
A US National Security spokesperson said several US citizens were among the dead.
Israel says more than 700 people have been killed and 100 kidnapped.
In Gaza, more than 400 people have been killed following retaliatory Israeli air strikes, according to Palestinian officials.
US Defence Secretary Lloyd Austin said the USS Gerald R Ford aircraft carrier, a missile cruiser and four missile destroyers were heading to the region. He said fighter jets would also be sent.
Further military aid to Israel would be sent in the coming days, the White House said, adding that the US was working to ensure Israel's enemies did not try to seek advantage from the situation.
The large deployment reflects American concerns that the conflict between Israel and Hamas could draw in other parts of the region.
In particular, the US is eager to prevent Lebanon's powerful Hezbollah movement from joining the conflict. It is backed by Iran, which also funds and arms Hamas.
Iran's President Ebrahim Raisi has expressed support for the Hamas attack, saying Israel needed to be held to account for endangering the region.
Hamas has said assistance from Iran helped it carry out its attack, which involved rockets, drones and militants on paragliders and saw hundreds of fighters break through Israeli border fortifications around the Gaza Strip.
US Secretary of State Antony Blinken said the US had not seen evidence of direct Iranian involvement, but that Iran had been helping the Gaza-based group for years.
""Hamas wouldn't be Hamas without the support that it's gotten over many years from Iran. We haven't yet seen direct evidence that Iran was behind this particular attack or involved. But the support over many years is clear,"" he told US TV.
At a UN Security Council meeting, Iran denied involvement in the attack on Israel.
Hundreds of people are still reported missing. Among them is 23-year-old American-Israeli Hersh Golberg-Polin, who was ata music festival in the desert which was stormed by militants.
His parentstold the Jerusalem Postthey received two messages from him reading: ""I love you"" and ""I'm sorry.""
Reports have started to emerge of other missing North Americans too, including peace activist Vivian Silver.
A friend of the 75-year-old Canadian toldThe Canadian Jewish Newsthat Ms Silver had called her sister on Saturday morning to say Palestinian militants were at her door.
""There was screaming and yelling and Vivian was fighting and then the phone went dead,"" he said.
Israel's ambassador to the US, Michael Herzog, told CBS News that he understood Americans were among the soldiers and civilians abducted in southern Israel but did not have details.
The US sends billions of dollars of military aid to Israel, a close ally, each year. Since World War Two, Israel has been thelargest overall recipient of US foreign aid.
The UN Security Council is due to meet in New York shortly to discuss the violence in Israel and Gaza.
",https://www.bbc.com/news/world-us-canada-67049196
West Bank: Two Israelis killed in suspected Palestinian shooting near Hawara,,BBC,By Yolande Knell,"An Israeli father and son have been killed in a suspected Palestinian shooting attack in the occupied West Bank.
It happened near the village of Hawara - which has been the scene of previousdeadly attacks on Israelisandrampages by Jewish settlers in retribution.
The shooting took place at a carwash.
The gunman is said to have approached on foot and opened fire with a handgun.
The Israeli ambulance service said the two men aged 28 and 60 were pronounced dead at the scene. Both are said to have been civilians from Ashdod in southern Israel.
Israeli media reported that they had come to the West Bank to fix their car and spent several hours in Hawara.
They say that the attacker spoke to them briefly - maybe to check if they were Jewish Israelis - before shooting them at point blank range.
The weapon was apparently found in a nearby field, and the suspect is still thought to be in the area.
The Israeli military has set up blockades nearby and is hunting for the gunman. It is also said to be on alert for reprisal attacks.
The Palestinian militant groups Hamas and Islamic Jihad praised the deadly shooting.
Hawara has long been a flashpoint in the West Bank. It is located on a main road south of Nablus, which is mostly used by Palestinians and Israeli settlers.
In the past, Israelis would sometimes shop there and come for services, which are often cheaper in Palestinian areas of the West Bank. But that has become uncommon after a recent surge in violence.
This year, the village has seen several shooting attacks in which Israeli settlers and soldiers have been targeted - including the killing of two brothers in February.
That triggered a deadly rampage by a large crowd of settlers in one of the worst such acts in years. There have also been other instances of settler violence.
",https://www.bbc.com/news/world-middle-east-66558184
Stones thrown and tear gas fired near Jenin hospital,,BBC,,"Video filmed by the BBC shows stones being thrown and tear gas being fired outside the Khalil Suleiman hospital in Jenin.
Thousand of people have left the Jenin refugee camp in the West Bank amid an ongoing Israeli military operation.
Copyright 2023 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.
Beta TermsBy using the Beta Site, you agree that such use is at your own risk and you know that the Beta Site may include known or unknown bugs or errors, that we have no obligation to make this Beta Site available with or without charge for any period of time, nor to make it available at all, and that nothing in these Beta Terms or your use of the Beta Site creates any employment relationship between you and us. The Beta Site is provided on an “as is” and “as available” basis and we make no warranty to you of any kind, express or implied.
In case of conflict between these Beta Terms and the BBC Terms of Use these Beta Terms shall prevail.
",https://www.bbc.com/news/world-middle-east-66095087
US says Israel to begin daily four-hour military pauses in Gaza,2023-11-09,BBC,By David Gritten,"Israel will begin to implement daily four-hour military pauses in areas of northern Gaza, US National Security Council spokesman John Kirby said.
However Israel's defence minister stressed they were only ""localised and pinpoint measures"" that would ""not detract from the war fighting"".
President Biden said there would be two ""humanitarian passages"" allowing people to leave areas of fighting.
On Thursday heavy fighting was reported around two big hospitals in Gaza City.
Meanwhile, pictures once again showed thousands of Palestinians fleeing south from the city and other northern areas.
Mr Biden also said the US was trying to increase humanitarian supplies and assistance to Gaza. He said he was aiming for 150 trucks of aid per day to enter the territory.
However the UN said the amount of aid entering Gaza was only meeting ""a fraction"" of people's needs and the humanitarian situation was ""intolerable"". A conference in Paris earlier heard repeated appeals for a ceasefire in Gaza.
Israel has been bombarding Gaza for over a month and began a major ground offensive almost two weeks ago with the objective of destroying Hamas, which it, the US and other Western powers consider a terrorist organisation.
The war began after an unprecedented cross-border assault on southern Israel by Hamas gunmen on 7 October, in which 1,400 people were killed and 240 others taken hostage.
Gaza's Hamas-run health ministry says 10,800 people have been killed in the territory since then, while 1.5 million have fled their homes.
Mr Biden said Israel was ""fighting an enemy embedded in the civilian population, which places innocent Palestinian people at risk"" but that Israel had ""an obligation to distinguish between terrorists and civilians and fully comply with international law"".
On Thursday the Israel Defense Forces (IDF) said it had raided Hamas's ""military quarter"" near Al-Shifa Hospital and killed 50 ""terrorists"".
A witness said he had also seen tanks opening fire near Al-Quds Hospital.
About 2,000 patients and 50,000 displaced people are said to be inside Al-Shifa Hospital, which is located in Gaza City's northern Rimal neighbourhood and is the largest medical complex in Gaza.
Its director, Mohammed Abu Selmia,told the Associated Pressthat Israeli troops were about 3km (2 miles) away and that conditions there were ""disastrous in every sense of the word"".
In footage filmed inside the hospital on Thursday, a man who was accompanied by two children tells a journalist that they had been walking on a street, trying to flee south, when an Israeli tank opened fire at them.
""The remains of seven or eight martyrs were left at the scene,"" he says.
An unverified video posted on social media overnight also purportedly showed a number of people being helped after being hit by shrapnel from a shell on a street close to Al-Shifa.
The IDF has previously alleged that Hamas is also operating underground command centres beneath Al-Shifa itself. Hamas and hospital staff have denied the accusation.
Fierce battles were also reported on Thursday around Al-Quds hospital, which is 2.3km (1.4 miles) to the south-west in the Tal al-Hawa neighbourhood.
Hamouda Musa, 34, told the BBC he and his neighbour had escaped from a building opposite the hospital after he saw four tanks and a bulldozer advancing from the coast, 1km away to the north.
""They were firing intensely towards a nearby residential building,"" he said. ""We fled under a barrage of bullets via a back street. We miraculously came back from the dead.""
On Wednesday, the Palestinian Red Crescent said that areas in close proximity were struck, injuring patients and displaced people, and damaging buildings.
The hospital also said on Wednesday that its main generator had been shut down because of a shortage of fuel, forcing it to close its surgical ward, oxygen generation plant and MRI ward.
The clashes and strikes in the north, as well as the struggle to secure enough drinking water and food to survive, has prompted some of the several hundred thousands of civilians staying there to flee southwards in recent days.
Pictures from drones showed a stream of people walking along Salah al-Din Road and crossing the Wadi Gaza river, after the IDF opened the route for a sixth consecutive day.
An estimated 50,000 people fled the north on Wednesday, which was 10 times more than on Monday.
Although the IDF has ordered civilians to move south of Wadi Gaza for their own safety, it has continued to carry out strikes on what it says are Hamas targets in areas where hundreds of thousands have sought refuge.
The Hamas-run interior ministry in Gaza said 12 people had been killed and many more injured in an Israeli air strike on a house in the central town of Deir al-Balah on Thursday. There was no immediate comment from the IDF.
While visiting Egypt's Rafah Crossing with Gaza on Wednesday, UN human rights chief Volker Türk said both sides in the conflict had committed war crimes.
""The atrocities perpetrated by Palestinian armed groups on 7 October were heinous, they were war crimes - as is the continued holding of hostages.""
""The collective punishment by Israel of Palestinian civilians amounts also to a war crime, as does the unlawful forcible evacuation of civilians. The massive bombardments by Israel have killed, maimed and injured in particular women and children,"" he added.
Israel has insisted it has been acting in complete compliance with international law and that it has done everything possible to minimise civilian casualties.
It has also rejected the UN's warnings of a humanitarian crisis in Gaza, arguing that there is sufficient food, water and fuel despite the ""complete siege"" it imposed in response to Hamas's attack, and has rejected its calls for a ceasefire unless the hostages are released.
The head of the UN agency for Palestinian refugees (Unrwa), Philippe Lazzarini, told the Paris conference on Gaza that there had to be a ceasefire so that more aid could be delivered.
He called the volume currently coming through Rafah ""blatantly inadequate"".
A total of 756 lorries have crossed from Egypt since 21 October. Before the war, an average of 500 lorry loads entered Gaza every working day from Egypt and Israel.
",https://www.bbc.com/news/world-middle-east-67372035
Israeli archaeologists help find remains of Hamas attack victims,2023-11-07,BBC,By David Gritten,"Archaeologists have been enlisted to help Israel's military identify the remains of some of the 1,400 people killed in Hamas's attack a month ago.
They have been combing through and sieving the ash from burnt houses in which families from Kibbutz Be'eri, Kfar Aza and Nir Oz were murdered, the Israel Antiquities Authority says.
They have also been checking burnt cars at a festival site where hundreds died.
The IAA says the remains of at least 10 missing people have so far been found.
Some of them have since been buried, while other evidence has been brought for further examination at the Shura military base in central Israel.
On 7 October, an estimated 1,500 Hamas gunmen breached the Gaza perimeter fence under a barrage of rockets and then systematically attacked anyone they came across at nearby southern Israeli communities and military posts, as well as the outdoor Supernova music festival.
The UN says the names of 1,159 Israelis and foreign nationals who were killed, including 828 civilians, have so far been released by Israeli authorities. Of those whose ages have been provided, 31 were children.
Another 242 people, including about 30 children, were taken hostage.
The Israel Antiquities Authority said in a statement on Tuesday that its archaeologists had been asked by Colonel Yossi Cohen of the Israeli military's Gaza Division two weeks ago to help search for missing people in houses and cars that were incinerated in the attack.
""The archaeological methods employed at ancient sites are similar to the methods applied here,"" it cited the archaeologists as saying.
""But it is one thing to expose 2,000-year-old destruction remains, and quite another thing - heart-rending and unfathomable - to carry out the present task searching for evidence of our sisters and brothers in the settlements.""
A video posted online by the IAAshowed a team of archaeologists and soldiers inside several destroyed houses in Kibbutz Be'eri.
They are seen carefully inspecting ash and other charred debris on the floor with trowels and removing personal items from a sieve.
""I believe and hope that we found the missing father,"" one of archaeologists is heard saying.
""In the same house, we found several bodies of terrorists together with their weapons,"" he adds. ""There was a lot of blood, shocking things that shouldn't be described here.""
Another archaeologist vows: ""We will continue until we get to the last burnt house and we know that we have found everyone we possibly can.""
",https://www.bbc.com/news/world-middle-east-67343928
Israeli military failing to investigate journalists’ deaths - report,2023-05-09,BBC,By Tom Bateman,"Israeli forces have killed at least 20 journalists since 2001 in cases showing a pattern of ""inadequate responses that evade accountability"", a watchdog says.
A report by the Committee to Protect Journalists (CPJ) describes routine obfuscation and failure to properly investigate by the Israeli military.
It says the journalists' deaths and insufficient responses constitute a ""grave threat to press freedom"".
It comes ahead of the first anniversary of the killing of Shireen Abu Aqla.
The Palestinian-American Al Jazeera correspondent was shot dead during an Israeli military raid in the occupied West Bank on 11 May 2022.
The vast majority of the journalists killed in the last two decades were Palestinian.
The Israel Defense Forces (IDF) said in response to the report that its forces did not target journalists, who through their work were often present near ""violent riots"" or ""shooting attacks"" towards Israeli forces or civilians
""During intense combat situations, the IDF only strikes at military targets and takes all possible precautions in order to reduce harm to civilians during its operational activities,"" it added.
The IDF also said that it ""regularly examines and investigates its actions through independent and in-depth inspection and investigation mechanisms"".
The CPJ report details around two thirds of what it says are at least 20 cases of correspondents, camera operators, producers or other media workers killed by Israeli military fire since 2001.
In the case of Abu Aqla, who was shot in the head during an IDF raid in Jenin refugee camp, the report notes that ""to date no-one has been held accountable"", adding that her killing ""was not an isolated event"".
Since 2001, 18 Palestinians and two European foreign journalists - one Italian and one British - have been killed by Israeli military fire and no-one has ever been charged or held to account, the report says.
""The degree to which Israel claims to investigate journalist killings depends largely on external pressure,"" says Sherif Mansour, CPJ's Middle East co-ordinator.
""There are cursory probes into the deaths of journalists with foreign passports, but that is rarely the case for slain Palestinian reporters. Ultimately, none has seen any semblance of justice,"" he adds.
Israel maintains it has robust processes for investigating the actions of its forces.
Since 2014, it has operated a system of ""fact finding assessments"" into civilian deaths, which can progress to a criminal investigation by the Military Advocate General.
But in the nine years since the system has been in place, no case involving the death of a journalist has reached criminal proceedings and no soldier has been held accountable, the report says.
Among other cases highlighted in the report are those of Palestinian video journalist Yaser Murtaja and freelance reporter Ahmed Abu Hussein, both of whom were shot dead by Israeli snipers in separate incidents while they covered Palestinian protests at the Gaza perimeter fence in 2018.
The Palestinian journalists' union at the time accused Israel of ""deliberately"" targeting them.
The Israeli military told the report that the two journalists were ""allegedly present at the scene of violent riots"" and ""no suspicion was found which would justify the opening of a criminal investigation"" into the soldiers.
In the case of Murtaja, the CPJ report says Israel's then-defence minister Avigdor Liberman spent weeks ""trying to discredit the journalist"" by saying he was a senior member of the armed wing of the Palestinian militant group Hamas, without presenting any evidence.
It later emerged that the journalist had been vetted by the US to receive international development funding for his production company.
In the case of Abu Hussein, human rights campaigners filed a request for the military to investigate his death.
But the CPJ report says the IDF closed the case two years later without interviewing any witnesses, saying there was no criminal intent by the soldiers.
Abu Hussein's mother Raja said the military never contacted her about its probe. ""The typical answer the Israeli army gives when it kills civilians is that the army did nothing wrong,"" she told the report's authors.
""I wish I could meet the guy who killed my son... I would ask him, 'Why, why did you target my son?' I think he won't have an answer. He is a sniper, he kills,"" she said.
Under international law, the use of firearms by security forces against civilians is defined as a measure of last resort, and can only take place to stop an ""imminent threat of death or serious injury"".
The IDF routinely responds to cases of civilians hit, including journalists, by saying that soldiers use lethal force to stop rioting or amid fire aimed at them by Palestinian militants.
The CPJ report describes a ""pattern"" of evading accountability by the IDF and other officials including discounting evidence and witness claims, pushing false narratives, accusing journalists of terrorism and opening probes only under international pressure.
The IDF has previously said it was ""highly probable"" its soldiers fired the shot that killed Shireen Abu Aqla, but described it as ""unintentional"" - a claim disputed by her family.
The IDF said its enforcement policy regarding deaths during operational activity has been approved by several Supreme Court rulings.
Shlomo Zipori, a former chief defence attorney in the Military Advocate General's unit, told the report that soldiers may overthink their moves in the field if they fear being tried.
""I represented a soldier who was still serving in the army while under criminal investigation for killing a Palestinian and injuring another,"" he said.
""Someone threw a Molotov cocktail at him and he didn't respond because he was so traumatised by the interrogations he went through in the hands of the military police,"" he added.
",https://www.bbc.com/news/world-middle-east-65524002
Israeli music festival: Londoner's son fled militant attack,2023-10-09,BBC,By Guy Lynn and James W Kelly,"A surgeon from north-west London has said his son is ""happy to be alive"" after he fled a concert in southern Israel which was targeted by Palestinian militants.
Elliot Sorene, who lives in Mill Hill, told BBC London his son Ariel witnessed people being killed and kidnapped.
More than 260 bodies have beenfound at the Supernova festival site.
Mr Sorene said Ariel was not physically injured but one of his friends was killed and two more were hurt.
""He is happy to be alive but he's upset about what he saw and feels for those who have been killed, and taken hostage,"" he said.
Mr Sorene said Ariel, 22, was at a trance party when they heard ""rockets land nearby"".
He said his son and his friends ""saw terrorists with automatic weapons start to kill all of the security guards and indiscriminately shoot at the partygoers"".
Mr Sorene said Ariel, who has dual Israeli-British citizenship, managed to run to his Renault Clio but the militants then began firing on his vehicle.
Ariel and some of his friends managed to escape through a field and ran about 12 miles (20km) to a nearby community to find safety.
The Israeli military suggests dozens of people, among them foreign nationals, have been taken as captives from the festival as well as from border towns and villages into Gaza.
Noam Sagi said his 74-year-old mother Ada Sagi wasamong those believed to have been kidnappedby the militant group Hamas.
Mr Sagi, who is based in London, told BBC Radio 4: ""It feels unreal… it feels inhumane… it is very upsetting to think that this is even possible.""
The Israeli government hasannounced a complete siege of Gaza, cutting off food, medicine and power.
The country's armed forces are also carrying out a large-scale bombing campaign which has already killed about 500 people.
Dr Atef Alshaer, an academic at the University of Westminster who grew up in Gazan town of Rafah, said he was worried about his family who still live there.
""What is sad is to see harm done to the innocent and that is constant,"" he said.
He added: ""It's apocalyptic. I don't really exaggerate because you've got it in a really densely populated area and the bombing is really intense.
""They're very decent people, they don't deserve this.""
In London, police have launched an investigation after pro-Palestinian graffiti was daubed on bridges in Golders Green.
British Transport Police (BTP) said officers were called to the site, near Golders Green Underground station, at about 08:45 BST.
Golders Green has a prominent Jewish population.
BTP said the graffiti was being investigated as a potential hate crime.
A kosher restaurant in Golders Green also had its window smashed and cash register stolen, but this is not being treated as a hate crime, the Met Police said.
Listen to the best of BBC Radio London onSoundsand follow BBC London onFacebook,XandInstagram. Send your story ideas to hello.bbclondon@bbc.co.uk
",https://www.bbc.com/news/uk-england-london-67052911
Israeli forces detain director of Gaza's al-Shifa Hospital,2023-11-23,BBC,By David Gritten,"Israeli forces have detained the director of Gaza City's al-Shifa Hospital for questioning, a week after their controversial raid there.
Dr Mohammed Abu Salmiya was held at a checkpoint as he evacuated patients to the south, a colleague told the BBC.
The Israeli military said he was being questioned over evidence that al-Shifa ""served as a Hamas command and control centre"". He and Hamas have denied that.
Meanwhile, heavy fire was reported around another hospital in the north.
A doctor at the Indonesian Hospital in Beit Lahia said Israeli troops had also ordered its full evacuation. The Israeli military said it was checking the reports.
Israel launched a major military campaign in the Gaza Strip with the objective of destroying Hamas - which it classes as a terrorist organisation - in response to an unprecedented cross-border attack on 7 October in which 1,200 people were killed and about 240 others taken hostage.
Gaza's Hamas-run government says more than 14,500 people have been killed in the Palestinian territory since the Israeli air and ground strikes began, while the United Nations has warned of a humanitarian crisis.
On Wednesday, Israel and Hamas agreed to exchange 50 of the hostages - all children and women - for a four-day pause in the fighting.
Mediator Qatar says the truce will start at 07:00 local time (05:00 GMT) on Friday, with the first group of 13 hostages to be released at 16:00.
About 250 patients and staff members are estimated to remain at al-Shifa, which is the biggest medical facility in Gaza but is no longer operational.
On Wednesday, 190 wounded and sick people, their companions, and a number of medical teams were evacuated from the hospital in an ambulance convoy to the south, in co-ordination with the World Health Organization and other humanitarian agencies, according to the United Nations.
The Palestinian Red Crescent Society (PRCS) said in a statement overnightthat the evacuation process lasted for almost 20 hours ""as the convoy was obstructed and subjected to careful inspection while passing through the checkpoint"" on Salah al-Din Road that separates northern and southern Gaza.
""Furthermore, three paramedics and a companion of a wounded person were detained. The latter and two paramedics were later released, while the third paramedic, colleague Awni Khattab, is still detained until this moment.""
Neither the UN or PRCS mentioned Dr Abu Salmiya. But the head of orthopaedics at al-Shifa, Dr Adnan al-Bursh, told the BBC he had also been detained while accompanying the evacuated patients on Wednesday.
On Thursday afternoon, the Israeli military confirmed that Dr Abu Salmiya had been taken for questioning by the Shin Bet internal security agency, ""following evidence showing that al-Shifa Hospital, under his direct management, served as a Hamas command and control centre"".
""The Hamas terror tunnel network situated under the hospital also exploited electricity and resources taken from the hospital. In addition, Hamas stored numerous weapons inside the hospital and on the hospital grounds.
""Furthermore, after the Hamas massacre on 7 October, Hamas terrorists sought refuge within the hospital, some of them taking hostages from Israel with them,"" it added, also alleging that a female soldier who had been taken hostage was murdered on the premises.
Hamas has repeatedly denied that the hospital was used as a shelter by fighters, as have hospital staff and health ministry officials. Hamas has also claimed the soldier was killed in an Israeli air strike.
On Wednesday, the Israeli military showed embedded journalists what it said was further evidence of a Hamas ""terror tunnel complex"" beneath al-Shifa.
A Reuters news agency reporter said he had accessed a reinforced underground tunnel through an outdoor shaft in the hospital's grounds. The tunnel led to a series of rooms, including a bathroom, kitchen and an air conditioned meeting room that the military said was used by Hamas commanders, he added.
Hospitals are specifically protected under international humanitarian law. This protection extends to patients, as well as to medical staff and ambulances.
However, hospitals can lose their protection if they are used by a party to the conflict to commit an ""act harmful to the enemy"".
In a separate development on Thursday, a senior doctor and a health ministry official said Israeli troops had ordered the full evacuation of the Indonesian Hospital, outside which fighting has been raging in recent days.
The Indonesian Hospital's medical director, Dr Marwan Sultan, told the BBC the situation inside was ""very difficult"", with ""heavy firing continuing around the hospital, from tanks, every 15 minutes"".
""We cannot stay in rooms, as the windows are being hit,"" he said. ""We are staying in corridors in the hospital. My office was targeted several times.""
""We are currently 10 medical professionals and 200 patients. No Israeli soldiers are currently inside the hospital, but we expect the same scenario as al-Shifa to happen unless the truce takes place,"" he added.
""We asked Gaza's health ministry for three buses today to evacuate the Indonesian Hospital, and we asked also for 13 ambulances for patients who cannot be seated. They are liaising with the Red Cross.""
The Israeli military said on Thursday morning that its troops were ""striking terror targets"" in the Jabalia area, which is just to the south of the hospital.
On Monday, the health ministry said 12 patients and other civilians at the hospital had been killed by Israeli fire. The Israeli military said its troops had targeted ""terrorists"" who opened fire at them from inside the facility.
Deadly Israeli strikes were also reported in the north of Gaza on Thursday, as well as in the southern city of Khan Younis.
",https://www.bbc.com/news/world-middle-east-67507732
Israel's Jenin operation reignites Palestinian anger,2023-07-04,BBC,By Jeremy Bowen,"A thick crust of black ash has settled on the pavements and roads in the centre of Jenin.
It comes from barricades of burning tyres set up by young Palestinian men, who prowl streets where they might see an Israeli jeep. Some of them carry rocks or small home-made bombs to hurl at passing Israeli vehicles. In sporadic bursts, gunfire and explosions echo in the refugee camp, which is on high ground above the town centre. Israeli drones buzz constantly overhead.
At times, armed Palestinians emerge from the tyre smoke to fire at the Israelis.
Violence between Palestinians and Israelis has become almost a daily event this year.  When blood is spilt there is often a dynamic of retaliation, that includes Palestinian armed groups, Jews who live in settlements in the occupied West Bank that are illegal under international law, and the Israeli army. The Israelis said they moved in on the Jenin camp because more than 50 relatively recent attacks were launched from there.
But the roots of violence, despair and hatred go much deeper than the latest violent confrontations. They thrive in the poison generated by a conflict over possession of the land that started more than a century ago. For a while, back in the 1990s, there were hopes that peace might come if an independent Palestinian state could be established alongside Israel, the so-called two-state solution. The attempt failed.
Powerful Western countries, including the US, European Union members and the UK still insist that two states are the only possible solution. Their words are empty slogans. The last American attempt to try to make the idea work collapsed in 2014.
The Israeli operation here in Jenin was in the air for months. Despite regular smaller Israeli raids, Palestinian armed groups had become strong enough and united enough to control the Jenin refugee camp. They seemed to be getting stronger.
A fortnight ago they blew up an Israeli jeep and fought hard to repel an Israeli raid, in which the Palestinian dead included a 15-year-old girl. The next day four Israelis were killed by two Palestinians who burst into a restaurant not far from Jenin, where they were eating. The Israeli army protected Jewish settlers who rampaged through Palestinian villages burning cars and houses, in a series of reprisals.
It was a matter of time before the Israeli army moved against the Palestinians who controlled Jenin refugee camp. It says it is carrying out a systematic operation to track down and destroy weapons and explosives.
Fury and frustration rage through young Palestinian men who have gathered in angry knots at road junctions in the town and outside a hospital on the edge of the Jenin refugee camp. Their barricades of burning tyres leave behind black circles and piles of burnt rubber and twisted wire.
The Israeli army is releasing updates on explosives discovered and neutralised in the two days it has been in the camp, along with what it calls terrorist command centres. The business-like tone of the military communiques contrasts with the statements made by members of the Israeli cabinet who oppose any kind of Palestinian self-determination.
After a Palestinian was shot dead in Tel Aviv by a passer-by, after he had rammed his car into a crowd of Israelis, public security minister Itamar Ben Gvir issued a statement saying Israel's war in Jenin was also their war in Tel Aviv. Every Jew, he said, was a target for murderers.
Mr Ben Gvir and his political allies have been pressing for a punitive sweep through the West Bank to deal with their enemies.  The Israeli army is more cautious, as it is more worried about the risks and consequences of escalation. All the indications are the Israeli army would like to restrict its operation to the Jenin refugee camp, declare victory soon and order its soldiers back to their bases.
Israeli victories after an operation like this never last long. Palestinian armed groups restock their armouries and the cycle begins again. Plans to expand settlements for Jews on occupied land that Palestinians want for a state, sometimes called a Zionist response by Israeli politicians, also raise the temperature.
Many Palestinians are disenchanted with their own ageing and ineffective leaders in the Palestinian Authority, a legacy of the 1990s peace process that was supposed back then to build the institutions necessary to create their own state.
When this operation ends, on past form both sides will claim victory. Then the current realities of this long conflict will reassert themselves. Anger, despair and poverty will reinforce the culture of resistance that has embedded itself in Palestinian society, especially here in Jenin and in Nablus. And Israel's right-wing, hyper-nationalist government, as long as it lasts, will try to match its rhetoric with action.
The real danger is that Israelis and Palestinians are sliding into an even more violent phase of their long conflict.
",https://www.bbc.com/news/world-middle-east-66098694
"Egypt warned Israel days before Hamas struck, US committee chairman says",,BBC,,"Israel was warned by Egypt of potential violence three days before Hamas' deadly cross-border raid, a US congressional panel chairman has said.
House of Representatives Foreign Affairs Committee head Michael McCaul told reporters of the alleged warning.
Israeli PM Benjamin Netanyahu described the reports as ""absolutely false"".
Israeli intelligence services are under scrutiny for their failure to prevent the deadliest attack by Palestinian militants in Israel's 75-year history.
""We know that Egypt has warned the Israelis three days prior that an event like this could happen,"" Mr McCaul told reporters following a closed-door intelligence briefing on Wednesday for lawmakers about the Middle East crisis, according to AFP news agency.
""I don't want to get too much into classified, but a warning was given,"" the Texas Republican added. ""I think the question was at what level.""
An Egyptian intelligence official told the Associated Press news agency this week that Cairo had repeatedly warned the Israelis ""something big"" was being planned from Gaza.
""We have warned them an explosion of the situation is coming, and very soon, and it would be big. But they underestimated such warnings,"" said the official, who spoke on condition of anonymity.
The Cairo official said Israeli officials had played down the threat from Gaza, instead focusing on the West Bank.
Sir Alex Younger, who served as chief of the UK's foreign intelligence agency between 2014 and 2020, said Hamas fighters were able to carry out their attack on 7 October due to ""institutional complacency"" in Israel.
He told BBC Radio 4'sToday Podcastthere may have been an assumption by Israel that Hamas was not interested in a new conflict, so any information that contradicted that was discounted.
""It is my assumption - though I'm not on the inside - that there would be data breaking through that could have been interpreted differently and certainly would be with hindsight,"" he said.
He added that complacency could have been compounded by an over-reliance on technological means to monitor Gaza, leading to a false sense of security.
According to the Financial Times, quoting two unnamed officials familiar with the matter, there was no hard intelligence of a specific attack.
On Wednesday, Mr Netanyahu described any suggestion that Israel had received a specific warning in advance of the deadly incursion as ""totally fake news"".
Egypt - which controls who crosses its border with Gaza - often serves as a mediator between Israel and Hamas.
More than 1,500 militants stormed through the Gaza security barrier in a co-ordinated land, air and sea attack on Saturday.
The death toll in Israel from the Hamas attacks has reached 1,200. More than 1,000 people have been killed by Israeli air strikes on Gaza.
Israel has been pounding Hamas targets in Gaza in response, while residents of the territory say they have no mains electricity after their only power station ran out of fuel.
Hamas has, meanwhile, condemned US President Joe Biden's remarks on Tuesday saying Israel had a duty to respond to the attacks, which he called an ""act of sheer evil"".
The Palestinian group said Mr Biden's remarks were ""inflammatory"" and aimed to escalate tensions in the Gaza Strip.
In the wake of the Hamas attack, the US announced it was moving an aircraft carrier, ships and jets to the eastern Mediterranean, and that it would also give Israel additional equipment and ammunition.
",https://www.bbc.com/news/world-middle-east-67082047
Gaza: Israel summons Irish ambassador over Hamas hostage row,,BBC,,"The Taoiseach (Irish Prime Minister) Leo Varadkar has defended his remarks on Emily Hand's release after facing to criticism from Israel's foreign minister.
Emily was one of17 people handed over late on Saturday.
Speaking to Irish broadcaster RTÉ, Mr Varadkar said ""the vast majority of people will understand"" what he meant when he welcomed Emily Hand's release.
The Tánaiste (Irish deputy Prime Minister) Micheál Martin has said he is ""surprised"" by Israel's reaction to Mr Varadkar's comment.
A third group of hostages held in Gaza have now been releasedas part of a deal between Israel and Hamas.
",https://www.bbc.com/news/articles/clwpz157v1go
